image_key,CONCEPT,PCguess,INDEX_RECORDED_TIMESTAMP,SVY_OPS,Transect Priority,NEW priority,MapLoc,Target RANSMPL (1/10),KF_USBL_LON,KF_USBL_LAT,SubstConc (17-7-19),IMAGE_NO,QUAD-Size,RANSEL_NO,RAN_SEL_STAT,"Selection round (1 orig sel, 2 replacement)",SelNo-NS replaced,COMMENTS,depth
119_0115,Solenosmilia matrix,60,9/12/2018 9:46,IN2018_V06_119,1,1,z20,24,147.2078049,-44.27873037,Coral reef substrate,115,7.205697342,21,QT,1,21,NA,1217.116176
063_0209,Solenosmilia matrix,100,1/12/2018 13:27,IN2018_V06_063,1a,1a,z16,43,147.06715259999999,-44.28551945,Coral reef substrate,209,10.7095835,1,QT,1,1,NA,1272.7
054_0303,Solenosmilia matrix,5,30/11/2018 13:51,IN2018_V06_054,1,1,Hill K1,48,147.3797733,-44.28748976,Coral rubble,303,4.608338064,50,QT,1,50,NA,1535.120988
113_0054,Solenosmilia matrix,100,8/12/2018 22:09,IN2018_V06_113,1a,1a,z16,33,147.0673083,-44.29320278,Coral reef substrate,54,7.670008392,8,QT,1,8,NA,NA
059_0418,Solenosmilia matrix,40,1/12/2018 4:42,IN2018_V06_059,fished,1c,Sisters,56,147.2267943,-44.26246882,Coral reef substrate,418,13.01239685,14,QT,1,14,NA,1264.54375
166_0115,Solenosmilia matrix,100,14/12/2018 15:09,IN2018_V06_166,1,1,z8,70,147.2896557,-44.20429163,Coral reef substrate,115,6.372660995,66,QT,1,66,NA,1171.682857
125_0208,Solenosmilia matrix,30,9/12/2018 21:45,IN2018_V06_125,1a,1a,z16,36,147.07477600000001,-44.29217664,Coral reef substrate,208,2.927822144,48,QT-2,2,32,NA,1334.98
045_0241,Solenosmilia matrix,5,29/11/2018 1:00,IN2018_V06_045,1,1,Hill K1,44,147.3905254,-44.28836572,Rock,241,4.410432611,50,QT-2,2,18,NA,1520.04
125_0092,Solenosmilia matrix,100,9/12/2018 21:34,IN2018_V06_125,1a,1a,z16,36,147.0710606,-44.29117834,Coral reef substrate,92,6.833675657,9,QT,1,9,NA,1169.01875
116_0273,Solenosmilia matrix,5,9/12/2018 3:30,IN2018_V06_116,1,1,Hill U,83,147.1736577,-44.32628538,Coral rubble,273,7.01403845,60,QT,1,60,NA,1311.18
113_0001,Solenosmilia matrix,100,8/12/2018 22:04,IN2018_V06_113,1a,1a,z16,33,147.0687667,-44.29228333,Coral reef substrate,1,13.25833016,20,QT,1,20,NA,NA
146_0204,Solenosmilia matrix,20,12/12/2018 6:46,IN2018_V06_146,1,1,z5,72,147.2866346,-44.24429914,Coral rubble,204,5.497894768,12,QT,1,12,NA,1434.4
168_0262,Solenosmilia matrix,80,14/12/2018 20:24,IN2018_V06_168,1b,1b,z4,37,147.2431583,-44.21147067,Coral reef substrate,262,8.93465305,58,QT-2,2,26,NA,1153.2
063_0246,Solenosmilia matrix,100,1/12/2018 13:30,IN2018_V06_063,1a,1a,z16,43,147.0669725,-44.28475712,Coral reef substrate,246,7.794571599,12,QT,1,12,NA,1326.95
062_0301,Solenosmilia matrix,20,1/12/2018 11:09,IN2018_V06_062,1a,1a,z16,39,147.0671269,-44.28314189,Coral reef substrate,301,11.00303299,24,QT,1,24,NA,1403.127778
168_0245,Solenosmilia matrix,40,14/12/2018 20:23,IN2018_V06_168,1b,1b,z4,37,147.2426228,-44.21153105,Coral reef substrate,245,7.493752951,34,QT,1,34,NA,1133.64
052_0047,Solenosmilia matrix,60,30/11/2018 6:29,IN2018_V06_052,1,1,Hill K1,48,147.385888,-44.29363052,Coral reef substrate,47,13.89954235,31,QT,1,31,NA,1281.0975
146_0137,Solenosmilia matrix,50,12/12/2018 6:40,IN2018_V06_146,1,1,z5,72,147.285329,-44.24570721,Coral rubble,137,5.567726318,6,QT,1,6,NA,1382.1
176_0600,Solenosmilia matrix,5,16/12/2018 10:24,IN2018_V06_176,1b,1b,St Helens,66,148.7386987,-41.22865205,Coral rubble,600,4.461819739,76,QT-2,2,28,NA,937.9
121_0049,Solenosmilia matrix,100,9/12/2018 13:12,IN2018_V06_121,fished,3,Belinda's Dory Hill,18,147.1177076,-44.38082162,Coral reef substrate,49,7.014319184,19,QT,1,19,NA,1192.538889
055_0006,Solenosmilia matrix,100,30/11/2018 16:05,IN2018_V06_055,1,1,Hill K1,60,147.3866284,-44.29294927,Coral reef substrate,6,13.24922872,25,QT,1,25,NA,1228.283333
059_0457,Solenosmilia matrix,10,1/12/2018 4:46,IN2018_V06_059,fished,1c,Sisters,56,147.2255208,-44.2619821,Coral rubble,457,8.016859937,86,QT-2,2,54,NA,1278.6
116_0569,Solenosmilia matrix,10,9/12/2018 3:55,IN2018_V06_116,1,1,Hill U,83,147.1659547,-44.33103488,Coral rubble,569,3.896814181,7,QT,1,7,NA,1440.34
045_0261,Solenosmilia matrix,20,29/11/2018 1:02,IN2018_V06_045,1,1,Hill K1,44,147.3909191,-44.28798027,Rock,261,14.63376167,74,QT-2,2,10,NA,1556.74
125_0003,Solenosmilia matrix,100,9/12/2018 21:27,IN2018_V06_125,1a,1a,z16,36,147.068074,-44.29056136,Coral reef substrate,3,3.141873236,7,QT,1,7,NA,1014.08125
176_0649,Solenosmilia matrix,10,16/12/2018 10:29,IN2018_V06_176,1b,1b,St Helens,66,148.7370216,-41.22836733,Coral rubble,649,3.933891427,NA,QT-2,2,20,NA,955.1925
119_0160,Solenosmilia matrix,1,9/12/2018 9:50,IN2018_V06_119,1,1,z20,24,147.2094259,-44.27887895,Rock,160,5.749094767,12,QT,1,12,NA,1292.522222
095_0236,Solenosmilia matrix,10,7/12/2018 1:21,IN2018_V06_095,1,1,z99,66,146.2297884,-44.26516279,Coral rubble,236,9.181996893,29,QT,1,29,NA,1484.864286
063_0239,Solenosmilia matrix,100,1/12/2018 13:30,IN2018_V06_063,1a,1a,z16,43,147.0669971,-44.28489462,Coral reef substrate,239,7.060132582,52,QT-2,2,20,NA,1316.45
044_0267,Solenosmilia matrix,5,28/11/2018 21:49,IN2018_V06_044,4 - fished?,1c,Sisters,72,147.2510514,-44.26562583,Pebble - gravel,267,11.1673198,18,QT,1,18,NA,1191.2225
061_0058,Solenosmilia matrix,100,1/12/2018 8:10,IN2018_V06_061,1,1,Hill U,38,147.1781635,-44.32281192,Coral reef substrate,58,6.973719008,27,QT,1,27,NA,1140.942857
147_0064,Solenosmilia matrix,10,12/12/2018 10:44,IN2018_V06_147,1,1,New 1,57,147.3429996,-44.18984063,Coral rubble,64,3.825787345,18,QT,1,18,NA,1577.366
168_0285,Solenosmilia matrix,100,14/12/2018 20:26,IN2018_V06_168,1b,1b,z4,37,147.243884,-44.21136578,Coral reef substrate,285,3.349298952,48,QT-2,2,16,NA,1182.78
155_0514,Solenosmilia matrix,1,13/12/2018 8:14,IN2018_V06_156,fished,1b,Corvina group N,30,147.2273308,-44.16268104,Coral rubble,514,3.553066662,68,QT,1,68,NA,1166.257143
042_0707,Solenosmilia matrix,40,28/11/2018 17:02,IN2018_V06_042,fished,1c,Sisters,81,147.2639272,-44.26338685,Coral reef substrate,707,8.130544691,9,QT,1,9,NA,1331.294286
064_0194,Solenosmilia matrix,90,1/12/2018 15:57,IN2018_V06_064,1a,1a,z16,37,147.0619041,-44.29361001,Coral reef substrate,194,7.058379011,38,QT,1,38,NA,1342.8
068_0197,Solenosmilia matrix,40,2/12/2018 2:46,IN2018_V06_068,1,1,Hill K1,45,147.3863424,-44.28788227,Coral reef substrate,197,10.13821261,3,QT,1,3,NA,1435.869643
060_0282,Solenosmilia matrix,85,1/12/2018 5:40,IN2018_V06_060,1,1,Little Sister (z56),38,147.2084865,-44.25029974,Coral reef substrate,282,11.99302005,33,QT,1,33,NA,1274.155556
166_0084,Solenosmilia matrix,80,14/12/2018 15:07,IN2018_V06_166,1,1,z8,70,147.2886872,-44.20464779,Coral reef substrate,84,7.137681663,38,QT,1,38,NA,1115.026667
032_0141,Solenosmilia matrix,100,27/11/2018 1:27,IN2018_V06_032,1,1,Hill U,55,147.1833891,-44.3218946,Coral reef substrate,141,2.323060657,20,QT,1,20,NA,1158.4
082_0236,Solenosmilia matrix,85,5/12/2018 11:45,IN2018_V06_082,1,1,Hill K1,41,147.3924426,-44.29735499,Coral reef substrate,236,1.683607457,38,QT,1,38,NA,1469.533333
031_0134,Solenosmilia matrix,100,26/11/2018 23:30,IN2018_V06_031,1,1,Hill U,41,147.1837669,-44.31806392,Coral reef substrate,134,5.018648375,1,QT,1,1,NA,1226.847396
114_0224,Solenosmilia matrix,50,9/12/2018 0:27,IN2018_V06_114,1a,1a,z16,35,147.0710556,-44.296075,Coral reef substrate,224,2.526364018,30,QT,1,30,NA,NA
097_0044,Enallopsammia matrix,5,7/12/2018 4:56,IN2018_V06_097,1b,1b,Main Matt,64,146.170791,-44.22015851,Rock,44,7.161693186,70,QT,1,70,NA,1030.577778
098_0069,Solenosmilia matrix,100,7/12/2018 7:56,IN2018_V06_098,1,1,z110,74,146.1921005,-44.26604978,Coral reef substrate,69,9.10181232,65,QT,1,65,NA,1311.8
168_0301,Solenosmilia matrix,90,14/12/2018 20:27,IN2018_V06_168,1b,1b,z4,37,147.2444268,-44.21124436,Coral reef substrate,301,2.674922399,88,QT-2,2,24,NA,1208.7
068_0017,Solenosmilia matrix,80,2/12/2018 2:31,IN2018_V06_068,1,1,Hill K1,45,147.3871657,-44.2923453,Coral reef substrate,17,10.51628367,5,QT,1,5,NA,1239.917204
145_0013,Solenosmilia matrix,20,12/12/2018 3:23,IN2018_V06_145,2,2,z77,70,147.3891933,-44.26419509,Coral reef substrate,13,10.33329956,29,QT,1,29,NA,1480.7375
032_0193,Solenosmilia matrix,10,27/11/2018 1:31,IN2018_V06_032,1,1,Hill U,55,147.1845771,-44.32155916,Coral rubble,193,2.670599835,44,QT,1,44,NA,1193.225
032_0306,Solenosmilia matrix,5,27/11/2018 1:41,IN2018_V06_032,1,1,Hill U,55,147.1871838,-44.32108024,Rock,306,4.346061648,3,QT,1,3,NA,1254.8
082_0160,Solenosmilia matrix,5,5/12/2018 11:38,IN2018_V06_082,1,1,Hill K1,41,147.390286,-44.29618439,Coral reef substrate,160,3.532260884,35,QT,1,35,NA,1428.645714
043_0067,Enallopsammia matrix,1,28/11/2018 18:52,IN2018_V06_043,4 - fished?,1c,Sisters,83,147.252531,-44.27761521,Rock,67,13.91040101,122,QT-2,2,58,NA,926.32
059_0028,Enallopsammia matrix,1,1/12/2018 4:09,IN2018_V06_059,fished,1c,Sisters,56,147.2372458,-44.26483193,Rock,28,11.1766653,59,QT-2,2,24,replacing 27?,857.425
046_0241,Solenosmilia matrix,15,29/11/2018 5:39,IN2018_V06_046,4 - fished?,1c,Sisters,67,147.2398409,-44.26043365,Rock,241,7.502909853,24,QT,1,24,NA,1139.57
051_0236,Solenosmilia matrix,10,30/11/2018 2:44,IN2018_V06_051,1,1,Hill K1,80,147.3921495,-44.29381103,Rock,236,5.762942776,99,QT-2,2,67,NA,1477.11875
125_0072,Solenosmilia matrix,100,9/12/2018 21:33,IN2018_V06_125,1a,1a,z16,36,147.0704767,-44.29103115,Coral reef substrate,72,4.358102986,83,QT-2,2,19,NA,1141.14375
057_0211,Solenosmilia matrix,5,30/11/2018 21:58,IN2018_V06_057,fished,1c,Sisters,67,147.232995,-44.26707632,cobble - boulder,211,8.155873511,33,QT,1,33,NA,1076.144444
125_0136,Solenosmilia matrix,50,9/12/2018 21:38,IN2018_V06_125,1a,1a,z16,36,147.072378,-44.29154697,Coral reef substrate,136,4.240308758,13,QT,1,13,NA,1233.94
063_0259,Solenosmilia matrix,80,1/12/2018 13:31,IN2018_V06_063,1a,1a,z16,43,147.066913,-44.284466020000004,Coral reef substrate,259,5.998267146,28,QT,1,28,NA,1335.8
062_0361,Solenosmilia matrix,15,1/12/2018 11:14,IN2018_V06_062,1a,1a,z16,39,147.0665341,-44.28165761,Coral rubble,361,5.533033018,44,QT-2,2,4,NA,1401.6875
059_0331,Solenosmilia matrix,60,1/12/2018 4:35,IN2018_V06_059,fished,1c,Sisters,56,147.2290513,-44.26321515,Coral reef substrate,331,12.92150143,36,QT,1,36,NA,1226.625
042_0638,Solenosmilia matrix,35,28/11/2018 16:56,IN2018_V06_042,fished,1c,Sisters,81,147.262936,-44.26478805,Coral reef substrate,638,6.787890308,85,QT-2,2,21,NA,1301.693333
168_0222,Solenosmilia matrix,20,14/12/2018 20:21,IN2018_V06_168,1b,1b,z4,37,147.2418319,-44.21165736,Rock,222,4.226058725,38,QT,1,38,NA,1098.871429
121_0063,Solenosmilia matrix,100,9/12/2018 13:13,IN2018_V06_121,fished,3,Belinda's Dory Hill,18,147.1177115,-44.38135138,Coral reef substrate,63,4.964367223,11,QT,1,11,NA,1220.053125
082_0109,Solenosmilia matrix,25,5/12/2018 11:34,IN2018_V06_082,1,1,Hill K1,41,147.3889259,-44.29541662,Rock,109,7.366165109,31,QT,1,31,NA,1404.385714
082_0357,Solenosmilia matrix,50,5/12/2018 11:55,IN2018_V06_082,1,1,Hill K1,41,147.3963951,-44.29934907,Coral reef substrate,357,3.246018392,4,QT,1,4,NA,1489.668571
119_0011,Solenosmilia matrix,100,9/12/2018 9:37,IN2018_V06_119,1,1,z20,24,147.2047018,-44.27882114,Coral reef substrate,11,10.83202377,7,QT,1,7,NA,1087.55
062_0277,Solenosmilia matrix,75,1/12/2018 11:07,IN2018_V06_062,1a,1a,z16,39,147.0673514,-44.28368361,Coral reef substrate,277,4.62451692,34,QT,1,34,NA,1381.827778
125_0183,Solenosmilia matrix,60,9/12/2018 21:42,IN2018_V06_125,1a,1a,z16,36,147.0739442,-44.29194391,Coral reef substrate,183,3.324127522,72,QT-2,2,8,NA,1301.688889
098_0195,Solenosmilia matrix,30,7/12/2018 8:07,IN2018_V06_098,1,1,z110,74,146.1957761,-44.26549313,Coral rubble,195,7.765111694,27,QT,1,27,NA,1439.85
063_0206,Solenosmilia matrix,100,1/12/2018 13:27,IN2018_V06_063,1a,1a,z16,43,147.0671703,-44.28556655,Coral reef substrate,206,12.29892275,33,QT,1,33,NA,1271.25
099_0443,Solenosmilia matrix,1,7/12/2018 12:33,IN2018_V06_099,2,2,slope,76,146.4456553,-44.28984446,Rock,443,3.305654877,39,QT,1,39,NA,1571.23
055_0062,Solenosmilia matrix,5,30/11/2018 16:10,IN2018_V06_055,1,1,Hill K1,60,147.3854064,-44.29401245,Coral rubble,62,4.423395557,49,QT,1,49,NA,1319.4875
057_0452,Solenosmilia matrix,10,30/11/2018 22:18,IN2018_V06_057,fished,1c,Sisters,67,147.2263179,-44.26805128,Coral rubble,452,6.946961933,12,QT,1,12,NA,1312.094444
051_0142,Solenosmilia matrix,25,30/11/2018 2:35,IN2018_V06_051,1,1,Hill K1,80,147.3896999,-44.29347377,Coral reef substrate,142,6.477656175,69,QT,1,69,NA,1350.975
056_0050,Solenosmilia matrix,1,30/11/2018 19:10,IN2018_V06_056,fished,1c,Sisters,70,147.2485697,-44.27649042,Coral rubble,50,3.746980947,22,QT,1,22,NA,889.4
113_0119,Solenosmilia matrix,100,8/12/2018 22:14,IN2018_V06_113,1a,1a,z16,33,147.0653278,-44.29413056,Coral reef substrate,119,4.804219574,42,QT-2,2,26,NA,NA
046_0527,Solenosmilia matrix,5,29/11/2018 6:03,IN2018_V06_046,4 - fished?,1c,Sisters,67,147.2414988,-44.25526264,Coral rubble,527,2.655429943,49,QT,1,49,NA,1337.588571
046_0387,Solenosmilia matrix,25,29/11/2018 5:51,IN2018_V06_046,4 - fished?,1c,Sisters,67,147.2403824,-44.2577382,Coral reef substrate,387,8.572984897,7,QT,1,7,NA,1253.58
046_0361,Solenosmilia matrix,15,29/11/2018 5:49,IN2018_V06_046,4 - fished?,1c,Sisters,67,147.2402184,-44.25817532,Rock,361,5.684133076,47,QT,1,47,NA,1238.69
125_0050,Solenosmilia matrix,100,9/12/2018 21:31,IN2018_V06_125,1a,1a,z16,36,147.0698781,-44.29091755,Coral reef substrate,50,5.114079213,75,QT-2,2,11,NA,1100.26
060_0152,Solenosmilia matrix,100,1/12/2018 5:29,IN2018_V06_060,1,1,Little Sister (z56),38,147.2114443,-44.25265992,Coral reef substrate,152,3.728649003,10,QT,1,10,NA,1292.5
099_0302,Solenosmilia matrix,5,7/12/2018 12:21,IN2018_V06_099,2,2,slope,76,146.4498088,-44.28836984,Rock,302,3.660804902,36,QT,1,36,NA,1502.375
041_0056,Solenosmilia matrix,100,28/11/2018 13:18,IN2018_V06_041,1,1,z16,50,147.0670114,-44.28833371,Coral reef substrate,56,14.28269277,45,QT,1,45,NA,1097.3625
045_0217,Solenosmilia matrix,100,29/11/2018 0:58,IN2018_V06_045,1,1,Hill K1,44,147.3900565,-44.28881786,Coral reef substrate,217,5.049984245,31,QT,1,31,NA,1482.24
059_0271,Solenosmilia matrix,10,1/12/2018 4:30,IN2018_V06_059,fished,1c,Sisters,56,147.2307117,-44.26354892,Rock,271,10.44077623,73,QT-2,2,9,NA,1163.988889
031_0274,Solenosmilia matrix,25,26/11/2018 23:42,IN2018_V06_031,1,1,Hill U,41,147.1838956,-44.31406512,Coral reef substrate,274,10.59862534,12,QT,1,12,NA,1361.21875
155_0430,Solenosmilia matrix,40,13/12/2018 8:07,IN2018_V06_156,fished,1b,Corvina group N,30,147.2242967,-44.1638339,Coral rubble,430,3.130096947,38,QT,1,38,NA,1024.716667
123_0161,Solenosmilia matrix,50,9/12/2018 16:27,IN2018_V06_123,1,1,Hill V,34,147.1762563,-44.39266267,Rock,161,5.771227866,25,QT,1,25,NA,1443.84
031_0287,Solenosmilia matrix,30,26/11/2018 23:43,IN2018_V06_031,1,1,Hill U,41,147.1838291,-44.31380539,Coral reef substrate,287,8.497452372,4,QT,1,4,NA,1376.513115
061_0170,Solenosmilia matrix,10,1/12/2018 8:19,IN2018_V06_061,1,1,Hill U,38,147.1743611,-44.32394755,Rock,170,6.695839367,5,QT,1,5,NA,1275.151111
068_0357,Solenosmilia matrix,2,2/12/2018 3:01,IN2018_V06_068,1,1,Hill K1,45,147.3860077,-44.28335312,Coral rubble,357,4.054601069,40,QT,1,40,NA,1629.476538
114_0332,Solenosmilia matrix,5,9/12/2018 0:36,IN2018_V06_114,1a,1a,z16,35,147.0727667,-44.29806944,Coral rubble,332,3.908090118,40,QT-2,2,24,NA,NA
060_0057,Solenosmilia matrix,100,1/12/2018 5:21,IN2018_V06_060,1,1,Little Sister (z56),38,147.2133036,-44.25413881,Coral reef substrate,57,1.068849958,8,QT,1,8,NA,1174.6
095_0226,Solenosmilia matrix,1,7/12/2018 1:20,IN2018_V06_095,1,1,z99,66,146.2300073,-44.26532573,camera off bottom,226,10.19819316,45,QT,1,45,NA,1474.2
063_0166,Solenosmilia matrix,100,1/12/2018 13:23,IN2018_V06_063,1a,1a,z16,43,147.067351,-44.28634974,Coral reef substrate,166,9.726021484,9,QT,1,9,NA,1217.4
127_0075,Solenosmilia matrix,100,10/12/2018 4:13,IN2018_V06_127,1b,1b,z4,46,147.2263279,-44.21144293,Coral reef substrate,75,7.877480689,26,QT,1,26,NA,1074.6
064_0131,Solenosmilia matrix,100,1/12/2018 15:51,IN2018_V06_064,1a,1a,z16,37,147.063541,-44.29288805,Coral reef substrate,131,6.806948834,31,QT,1,31,NA,1235.225
064_0023,Solenosmilia matrix,100,1/12/2018 15:42,IN2018_V06_064,1a,1a,z16,37,147.0667208,-44.29180108,Coral reef substrate,23,14.45443601,53,QT-2,2,21,NA,1067.3
045_0124,Solenosmilia matrix,5,29/11/2018 0:50,IN2018_V06_045,1,1,Hill K1,44,147.3885624,-44.29082919,Rock,124,15.04684271,67,QT-2,2,3,NA,1358.8
054_0262,Solenosmilia matrix,10,30/11/2018 13:47,IN2018_V06_054,1,1,Hill K1,48,147.3805374,-44.28796751,Coral reef substrate,262,5.666808816,30,QT,1,30,NA,1506.111111
113_0036,Solenosmilia matrix,100,8/12/2018 22:07,IN2018_V06_113,1a,1a,z16,33,147.0678611,-44.29286944,Coral reef substrate,36,10.05651578,12,QT,1,12,NA,NA
060_0276,Solenosmilia matrix,75,1/12/2018 5:40,IN2018_V06_060,1,1,Little Sister (z56),38,147.2086216,-44.25039538,Coral reef substrate,276,5.065672997,1,QT,1,1,NA,1273.51875
113_0135,Solenosmilia matrix,100,8/12/2018 22:16,IN2018_V06_113,1a,1a,z16,33,147.0647056,-44.29435833,Coral rubble,135,6.551362751,2,QT,1,2,NA,NA
041_0141,Solenosmilia matrix,15,28/11/2018 13:26,IN2018_V06_041,1,1,z16,50,147.064847,-44.28840381,Coral reef substrate,141,8.565666545,7,QT,1,7,NA,1189.561111
060_0175,Solenosmilia matrix,90,1/12/2018 5:31,IN2018_V06_060,1,1,Little Sister (z56),38,147.2110051,-44.25230304,Coral reef substrate,175,2.817177618,18,QT,1,18,NA,1292.433333
113_0064,Solenosmilia matrix,100,8/12/2018 22:10,IN2018_V06_113,1a,1a,z16,33,147.0670639,-44.29333889,Coral reef substrate,64,7.88148353,48,QT-2,2,32,NA,NA
059_0201,Solenosmilia matrix,5,1/12/2018 4:24,IN2018_V06_059,fished,1c,Sisters,56,147.2325426,-44.26375525,Rock,201,5.626236937,69,QT-2,2,5,NA,1081.075
041_0265,Solenosmilia matrix,25,28/11/2018 13:36,IN2018_V06_041,1,1,z16,50,147.0616126,-44.28884163,Coral reef substrate,265,6.687592537,6,QT,1,6,NA,1317.777778
054_0025,Solenosmilia matrix,30,30/11/2018 13:27,IN2018_V06_054,1,1,Hill K1,48,147.3866747,-44.29100161,Coral reef substrate,25,9.105101061,29,QT,1,29,NA,1285.375
136_0566,Solenosmilia matrix,5,11/12/2018 2:44,IN2018_V06_136,2,2,slope,70,147.5017129,-44.07475362,Coral rubble,566,5.208528128,44,QT,1,44,NA,1078.033333
082_0128,Solenosmilia matrix,70,5/12/2018 11:35,IN2018_V06_082,1,1,Hill K1,41,147.3894153,-44.29568157,Coral reef substrate,128,1.85923315,7,QT,1,7,NA,1429.842857
082_0058,Solenosmilia matrix,40,5/12/2018 11:29,IN2018_V06_082,1,1,Hill K1,41,147.3876887,-44.29472081,Coral reef substrate,58,9.050079472,33,QT,1,33,NA,1356.807143
046_0594,Solenosmilia matrix,1,29/11/2018 6:08,IN2018_V06_046,4 - fished?,1c,Sisters,67,147.2419615,-44.25395226,Coral rubble,594,9.920175436,5,QT,1,5,NA,1352.25
125_0081,Solenosmilia matrix,70,9/12/2018 21:34,IN2018_V06_125,1a,1a,z16,36,147.0707418,-44.29108173,Coral reef substrate,81,8.086055273,35,QT,1,35,NA,1155.93125
155_0472,Solenosmilia matrix,95,13/12/2018 8:10,IN2018_V06_156,fished,1b,Corvina group N,30,147.2258415,-44.16325672,Coral reef substrate,472,6.341527661,92,QT,1,92,NA,1107.146667
031_0115,Solenosmilia matrix,100,26/11/2018 23:28,IN2018_V06_031,1,1,Hill U,41,147.1838181,-44.31869827,Coral reef substrate,115,6.288509136,25,QT,1,25,NA,1185.44316
031_0217,Solenosmilia matrix,95,26/11/2018 23:37,IN2018_V06_031,1,1,Hill U,41,147.1840179,-44.3154516,Coral reef substrate,217,9.109422585,24,QT,1,24,NA,1300.8
060_0181,Solenosmilia matrix,50,1/12/2018 5:31,IN2018_V06_060,1,1,Little Sister (z56),38,147.2108197,-44.25214865,Coral reef substrate,181,3.378137397,2,QT,1,2,NA,1290.05
060_0187,Solenosmilia matrix,95,1/12/2018 5:32,IN2018_V06_060,1,1,Little Sister (z56),38,147.2106717,-44.25202936,Coral reef substrate,187,5.921586432,34,QT,1,34,NA,1288.15
155_0477,Solenosmilia matrix,10,13/12/2018 8:11,IN2018_V06_156,fished,1b,Corvina group N,30,147.2260315,-44.16318068,Coral rubble,477,4.147645877,60,QT,1,60,NA,1114.44
113_0090,Solenosmilia matrix,100,8/12/2018 22:12,IN2018_V06_113,1a,1a,z16,33,147.0662194,-44.29367222,Coral reef substrate,90,4.631095392,6,QT,1,6,NA,NA
054_0173,Solenosmilia matrix,2,30/11/2018 13:40,IN2018_V06_054,1,1,Hill K1,48,147.3826026,-44.2889718,Coral reef substrate,173,6.039040843,39,QT,1,39,NA,1405.544444
059_0089,Enallopsammia matrix,5,1/12/2018 4:14,IN2018_V06_059,fished,1c,Sisters,56,147.2356932,-44.26437243,Rock,89,14.35185333,31,QT,1,31,NA,923.4444444
059_0353,Solenosmilia matrix,60,1/12/2018 4:37,IN2018_V06_059,fished,1c,Sisters,56,147.2285191,-44.26303555,Coral reef substrate,353,7.828580162,80,QT-2,2,48,NA,1238.975
046_0408,Solenosmilia matrix,20,29/11/2018 5:53,IN2018_V06_046,4 - fished?,1c,Sisters,67,147.2406121,-44.25737446,Coral rubble,408,6.172307955,23,QT,1,23,NA,1264.766667
064_0160,Solenosmilia matrix,100,1/12/2018 15:54,IN2018_V06_064,1a,1a,z16,37,147.06279,-44.29318257,Coral reef substrate,160,10.92026219,59,QT-2,2,19,NA,1284.225
